b,ccnum,ccty,loa,k,Nind,cty_lab,region_lab,area_lab,ind_lab,misind_lab,measure_lab,agec2_lab,hship_lab,ciint_lab,survey,year,data_source,w_region,subg,nosubnat,measure,cty_2,,,,,,,,,,,,,,,,,,,,,
0.0113764,,BTN,region,66%,33,Bhutan,Trongsa,,Assets,,Absolute contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.004841,,BTN,region,66%,33,Bhutan,Tsirang,,Assets,,Absolute contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.004893,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Assets,,Absolute contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0082349,,BTN,region,66%,33,Bhutan,Zhemgang,,Assets,,Absolute contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0159257,,BTN,region,66%,33,Bhutan,Bumthang,,Housing,,Absolute contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0119768,,BTN,region,66%,33,Bhutan,Chukha,,Housing,,Absolute contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0208678,,BTN,region,66%,33,Bhutan,Dagana,,Housing,,Absolute contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0230293,,BTN,region,66%,33,Bhutan,Gasa,,Housing,,Absolute contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0140309,,BTN,region,66%,33,Bhutan,Haa,,Housing,,Absolute contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.01398,,BTN,region,66%,33,Bhutan,Lhuntse,,Housing,,Absolute contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0183084,,BTN,region,66%,33,Bhutan,Mongar,,Housing,,Absolute contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0104197,,BTN,region,66%,33,Bhutan,Paro,,Housing,,Absolute contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0166177,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Housing,,Absolute contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0168591,,BTN,region,66%,33,Bhutan,Punakha,,Housing,,Absolute contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0205652,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Housing,,Absolute contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0168617,,BTN,region,66%,33,Bhutan,Samtse,,Housing,,Absolute contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0127334,,BTN,region,66%,33,Bhutan,Sarpang,,Housing,,Absolute contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0107802,,BTN,region,66%,33,Bhutan,Thimphu,,Housing,,Absolute contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0216127,,BTN,region,66%,33,Bhutan,Tashigang,,Housing,,Absolute contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0243378,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Housing,,Absolute contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0140694,,BTN,region,66%,33,Bhutan,Trongsa,,Housing,,Absolute contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.015248,,BTN,region,66%,33,Bhutan,Tsirang,,Housing,,Absolute contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0180222,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Housing,,Absolute contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0156233,,BTN,region,66%,33,Bhutan,Zhemgang,,Housing,,Absolute contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0133473,,BTN,region,66%,33,Bhutan,Bumthang,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0110612,,BTN,region,66%,33,Bhutan,Chukha,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0204374,,BTN,region,66%,33,Bhutan,Dagana,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.006069,,BTN,region,66%,33,Bhutan,Gasa,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0096254,,BTN,region,66%,33,Bhutan,Haa,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0231753,,BTN,region,66%,33,Bhutan,Lhuntse,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2086,2015,CBS,South Asia,16,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0188072,,BTN,region,66%,33,Bhutan,Mongar,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2087,2015,CBS,South Asia,17,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0085107,,BTN,region,66%,33,Bhutan,Paro,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2088,2015,CBS,South Asia,18,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0202913,,BTN,region,66%,33,Bhutan,Pema Gatshel,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2089,2015,CBS,South Asia,19,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0167926,,BTN,region,66%,33,Bhutan,Punakha,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2090,2015,CBS,South Asia,20,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0198166,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2091,2015,CBS,South Asia,21,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0163913,,BTN,region,66%,33,Bhutan,Samtse,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2092,2015,CBS,South Asia,22,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0161294,,BTN,region,66%,33,Bhutan,Sarpang,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2093,2015,CBS,South Asia,23,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.004945,,BTN,region,66%,33,Bhutan,Thimphu,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2094,2015,CBS,South Asia,24,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0212204,,BTN,region,66%,33,Bhutan,Tashigang,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2095,2015,CBS,South Asia,25,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0205003,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2096,2015,CBS,South Asia,26,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0205698,,BTN,region,66%,33,Bhutan,Trongsa,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0207008,,BTN,region,66%,33,Bhutan,Tsirang,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0181418,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0247581,,BTN,region,66%,33,Bhutan,Zhemgang,,HH per capita income,,Absolute contribution (dep),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0046432,,BTN,region,66%,33,Bhutan,Bumthang,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0074423,,BTN,region,66%,33,Bhutan,Chukha,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0064202,,BTN,region,66%,33,Bhutan,Dagana,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0028869,,BTN,region,66%,33,Bhutan,Gasa,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0044913,,BTN,region,66%,33,Bhutan,Haa,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0042045,,BTN,region,66%,33,Bhutan,Lhuntse,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2086,2015,CBS,South Asia,16,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0054783,,BTN,region,66%,33,Bhutan,Mongar,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2087,2015,CBS,South Asia,17,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0043616,,BTN,region,66%,33,Bhutan,Paro,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2088,2015,CBS,South Asia,18,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0060253,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2089,2015,CBS,South Asia,19,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0049532,,BTN,region,66%,33,Bhutan,Punakha,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2090,2015,CBS,South Asia,20,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0067086,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2091,2015,CBS,South Asia,21,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0078164,,BTN,region,66%,33,Bhutan,Samtse,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2092,2015,CBS,South Asia,22,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0072319,,BTN,region,66%,33,Bhutan,Sarpang,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2093,2015,CBS,South Asia,23,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0041633,,BTN,region,66%,33,Bhutan,Thimphu,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2094,2015,CBS,South Asia,24,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0059242,,BTN,region,66%,33,Bhutan,Tashigang,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2095,2015,CBS,South Asia,25,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0080622,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2096,2015,CBS,South Asia,26,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0079917,,BTN,region,66%,33,Bhutan,Trongsa,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0040658,,BTN,region,66%,33,Bhutan,Tsirang,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0043992,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0088259,,BTN,region,66%,33,Bhutan,Zhemgang,,Life satisfaction,,Absolute contribution (dep. adj),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0032701,,BTN,region,66%,33,Bhutan,Bumthang,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0054268,,BTN,region,66%,33,Bhutan,Chukha,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0059102,,BTN,region,66%,33,Bhutan,Dagana,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0032969,,BTN,region,66%,33,Bhutan,Gasa,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0045475,,BTN,region,66%,33,Bhutan,Haa,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0064672,,BTN,region,66%,33,Bhutan,Lhuntse,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2086,2015,CBS,South Asia,16,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0061016,,BTN,region,66%,33,Bhutan,Mongar,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2087,2015,CBS,South Asia,17,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0035665,,BTN,region,66%,33,Bhutan,Paro,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2088,2015,CBS,South Asia,18,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0057429,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2089,2015,CBS,South Asia,19,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0066981,,BTN,region,66%,33,Bhutan,Punakha,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2090,2015,CBS,South Asia,20,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0063286,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2091,2015,CBS,South Asia,21,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0072911,,BTN,region,66%,33,Bhutan,Samtse,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2092,2015,CBS,South Asia,22,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0055339,,BTN,region,66%,33,Bhutan,Sarpang,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2093,2015,CBS,South Asia,23,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0041291,,BTN,region,66%,33,Bhutan,Thimphu,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2094,2015,CBS,South Asia,24,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0073768,,BTN,region,66%,33,Bhutan,Tashigang,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2095,2015,CBS,South Asia,25,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.006321,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2096,2015,CBS,South Asia,26,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0060714,,BTN,region,66%,33,Bhutan,Trongsa,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0040047,,BTN,region,66%,33,Bhutan,Tsirang,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0070358,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0057698,,BTN,region,66%,33,Bhutan,Zhemgang,,Positive emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0044012,,BTN,region,66%,33,Bhutan,Bumthang,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0056734,,BTN,region,66%,33,Bhutan,Chukha,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0064829,,BTN,region,66%,33,Bhutan,Dagana,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0018863,,BTN,region,66%,33,Bhutan,Gasa,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0044734,,BTN,region,66%,33,Bhutan,Haa,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0052195,,BTN,region,66%,33,Bhutan,Lhuntse,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2086,2015,CBS,South Asia,16,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0083492,,BTN,region,66%,33,Bhutan,Mongar,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2087,2015,CBS,South Asia,17,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0051594,,BTN,region,66%,33,Bhutan,Paro,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2088,2015,CBS,South Asia,18,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0052753,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2089,2015,CBS,South Asia,19,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0043868,,BTN,region,66%,33,Bhutan,Punakha,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2090,2015,CBS,South Asia,20,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0051642,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2091,2015,CBS,South Asia,21,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0051344,,BTN,region,66%,33,Bhutan,Samtse,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2092,2015,CBS,South Asia,22,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.00569,,BTN,region,66%,33,Bhutan,Sarpang,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2093,2015,CBS,South Asia,23,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.004815,,BTN,region,66%,33,Bhutan,Thimphu,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2094,2015,CBS,South Asia,24,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.00493,,BTN,region,66%,33,Bhutan,Tashigang,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2095,2015,CBS,South Asia,25,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0089465,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2096,2015,CBS,South Asia,26,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0067819,,BTN,region,66%,33,Bhutan,Trongsa,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0048976,,BTN,region,66%,33,Bhutan,Tsirang,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0056138,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0068176,,BTN,region,66%,33,Bhutan,Zhemgang,,Negative emotions,,Absolute contribution (dep. adj),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.009316,,BTN,region,66%,33,Bhutan,Bumthang,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.014767,,BTN,region,66%,33,Bhutan,Chukha,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0159809,,BTN,region,66%,33,Bhutan,Dagana,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0081685,,BTN,region,66%,33,Bhutan,Gasa,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0122058,,BTN,region,66%,33,Bhutan,Haa,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0141513,,BTN,region,66%,33,Bhutan,Lhuntse,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2086,2015,CBS,South Asia,16,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0181873,,BTN,region,66%,33,Bhutan,Mongar,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2087,2015,CBS,South Asia,17,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0099007,,BTN,region,66%,33,Bhutan,Paro,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2088,2015,CBS,South Asia,18,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0134325,,BTN,region,66%,33,Bhutan,Pema Gatshel,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2089,2015,CBS,South Asia,19,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0146696,,BTN,region,66%,33,Bhutan,Punakha,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2090,2015,CBS,South Asia,20,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0150332,,BTN,region,66%,33,Bhutan,Samdrup Jongkhar,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2091,2015,CBS,South Asia,21,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0168179,,BTN,region,66%,33,Bhutan,Samtse,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2092,2015,CBS,South Asia,22,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0134601,,BTN,region,66%,33,Bhutan,Sarpang,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2093,2015,CBS,South Asia,23,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0124338,,BTN,region,66%,33,Bhutan,Thimphu,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2094,2015,CBS,South Asia,24,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0194783,,BTN,region,66%,33,Bhutan,Tashigang,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2095,2015,CBS,South Asia,25,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0174578,,BTN,region,66%,33,Bhutan,Tashi Yangtse,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2096,2015,CBS,South Asia,26,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0150345,,BTN,region,66%,33,Bhutan,Trongsa,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2097,2015,CBS,South Asia,27,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0123335,,BTN,region,66%,33,Bhutan,Tsirang,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2098,2015,CBS,South Asia,28,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0176759,,BTN,region,66%,33,Bhutan,Wangdue Phodrang,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2099,2015,CBS,South Asia,29,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0158517,,BTN,region,66%,33,Bhutan,Zhemgang,,Spirituality,,Absolute contribution (dep. adj),,,,GNH Survey 2100,2015,CBS,South Asia,30,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0021694,,BTN,region,66%,33,Bhutan,Bumthang,,Mental health,,Absolute contribution (dep. adj),,,,GNH Survey 2081,2015,CBS,South Asia,11,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0035489,,BTN,region,66%,33,Bhutan,Chukha,,Mental health,,Absolute contribution (dep. adj),,,,GNH Survey 2082,2015,CBS,South Asia,12,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.005532,,BTN,region,66%,33,Bhutan,Dagana,,Mental health,,Absolute contribution (dep. adj),,,,GNH Survey 2083,2015,CBS,South Asia,13,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0023325,,BTN,region,66%,33,Bhutan,Gasa,,Mental health,,Absolute contribution (dep. adj),,,,GNH Survey 2084,2015,CBS,South Asia,14,,actb,BT,,,,,,,,,,,,,,,,,,,,,
0.0017213,,BTN,region,66%,33,Bhutan,Haa,,Mental health,,Absolute contribution (dep. adj),,,,GNH Survey 2085,2015,CBS,South Asia,15,,actb,BT,,,,,,,,,,,,,,,,,,,,,
